20150201 232900;1.131160;1.131160;1.131160;1.131160;0
20150201 233000;1.131150;1.131150;1.131140;1.131140;0
20150201 233100;1.131150;1.131220;1.131150;1.131210;0
20150201 233200;1.131190;1.131190;1.131130;1.131130;0
20150201 233300;1.131140;1.131240;1.131130;1.131230;0
20150201 233400;1.131230;1.131230;1.131220;1.131220;0
20150201 233500;1.131220;1.131230;1.131130;1.131220;0
20150201 233600;1.131220;1.131220;1.131210;1.131210;0
20150201 233700;1.131230;1.131310;1.131230;1.131270;0
20150201 233800;1.131250;1.131250;1.131170;1.131210;0
20150201 233900;1.131200;1.131210;1.131130;1.131170;0
20150201 234000;1.131170;1.131210;1.131160;1.131210;0
20150201 234100;1.131200;1.131230;1.131140;1.131170;0
20150201 234200;1.131210;1.131220;1.131150;1.131220;0
20150201 234300;1.131220;1.131250;1.131210;1.131210;0
20150201 234400;1.131210;1.131330;1.131200;1.131320;0
20150201 234500;1.131310;1.131310;1.131230;1.131240;0
20150201 234600;1.131230;1.131230;1.131150;1.131220;0
20150201 234700;1.131220;1.131240;1.131220;1.131230;0
20150201 234800;1.131220;1.131220;1.131220;1.131220;0
20150201 234900;1.131220;1.131220;1.131190;1.131210;0
20150201 235000;1.131220;1.131230;1.131210;1.131210;0
20150201 235100;1.131230;1.131270;1.131130;1.131200;0
20150201 235200;1.131210;1.131210;1.131130;1.131210;0
20150201 235300;1.131220;1.131230;1.131210;1.131230;0
20150201 235400;1.131210;1.131210;1.131210;1.131210;0
20150201 235500;1.131210;1.131210;1.131150;1.131210;0
20150201 235600;1.131190;1.131200;1.131130;1.131150;0
20150201 235700;1.131160;1.131180;1.131130;1.131130;0
20150201 235800;1.131130;1.131210;1.131090;1.131090;0
20150201 235900;1.131090;1.131110;1.130830;1.130830;0
20150202 000000;1.130840;1.130940;1.130830;1.130830;0
20150202 000100;1.130880;1.130900;1.130830;1.130830;0
20150202 000200;1.130830;1.131060;1.130830;1.131020;0
20150202 000300;1.131010;1.131020;1.130960;1.131020;0
20150202 000400;1.131020;1.131040;1.131020;1.131030;0
20150202 000500;1.131030;1.131130;1.131030;1.131120;0
20150202 000600;1.131120;1.131120;1.131120;1.131120;0
20150202 000700;1.131120;1.131120;1.131120;1.131120;0
20150202 000800;1.131110;1.131130;1.131060;1.131130;0
20150202 000900;1.131120;1.131130;1.131120;1.131120;0
20150202 001000;1.131130;1.131210;1.131120;1.131210;0
20150202 001100;1.131240;1.131320;1.131220;1.131230;0
20150202 001200;1.131210;1.131230;1.131120;1.131230;0
20150202 001300;1.131240;1.131240;1.131210;1.131210;0
20150202 001400;1.131210;1.131210;1.131130;1.131150;0
20150202 001500;1.131160;1.131300;1.131140;1.131250;0
20150202 001600;1.131250;1.131250;1.131240;1.131240;0
20150202 001700;1.131220;1.131230;1.131140;1.131230;0
20150202 001800;1.131230;1.131230;1.131170;1.131220;0
20150202 001900;1.131230;1.131230;1.131230;1.131230;0
20150202 002000;1.131230;1.131320;1.131210;1.131230;0
20150202 002100;1.131210;1.131230;1.131210;1.131210;0
20150202 002200;1.131230;1.131230;1.131190;1.131210;0
20150202 002300;1.131210;1.131210;1.131110;1.131110;0
20150202 002400;1.131110;1.131110;1.131020;1.131020;0
20150202 002500;1.131010;1.131110;1.130980;1.131110;0
20150202 002600;1.131110;1.131110;1.131110;1.131110;0
20150202 002700;1.131090;1.131110;1.131020;1.131110;0
20150202 002800;1.131060;1.131110;1.131030;1.131080;0
20150202 002900;1.131070;1.131110;1.131030;1.131030;0
20150202 003000;1.131030;1.131030;1.130980;1.131010;0
20150202 003100;1.131010;1.131020;1.131010;1.131020;0
20150202 003200;1.131010;1.131030;1.131010;1.131020;0
20150202 003300;1.131080;1.131110;1.131080;1.131110;0
20150202 003400;1.131100;1.131100;1.131100;1.131100;0
20150202 003500;1.131090;1.131120;1.131090;1.131120;0
20150202 003600;1.131110;1.131240;1.131110;1.131240;0
20150202 003700;1.131230;1.131230;1.131230;1.131230;0
20150202 003800;1.131220;1.131220;1.131220;1.131220;0
20150202 003900;1.131230;1.131230;1.131120;1.131120;0
20150202 004000;1.131110;1.131110;1.130990;1.131030;0
20150202 004100;1.131030;1.131080;1.130990;1.131010;0
20150202 004200;1.131000;1.131000;1.130990;1.130990;0
20150202 004300;1.130990;1.130990;1.130810;1.130810;0
20150202 004400;1.130810;1.130830;1.130810;1.130830;0
20150202 004500;1.130830;1.130830;1.130810;1.130810;0
20150202 004600;1.130810;1.130810;1.130800;1.130800;0
20150202 004700;1.130810;1.130830;1.130800;1.130830;0
20150202 004800;1.130820;1.130840;1.130820;1.130830;0
20150202 004900;1.130830;1.130910;1.130810;1.130890;0
20150202 005000;1.130880;1.130930;1.130820;1.130830;0
20150202 005100;1.130850;1.130850;1.130810;1.130810;0
20150202 005200;1.130810;1.130810;1.130720;1.130750;0
20150202 005300;1.130740;1.130820;1.130730;1.130730;0
20150202 005400;1.130730;1.130750;1.130730;1.130740;0
20150202 005500;1.130730;1.130740;1.130730;1.130730;0
20150202 005600;1.130730;1.130800;1.130720;1.130760;0
20150202 005800;1.130760;1.130850;1.130760;1.130800;0
20150202 005900;1.130820;1.130900;1.130810;1.130810;0
20150202 010000;1.130810;1.130810;1.130590;1.130600;0
20150202 010100;1.130600;1.130600;1.130110;1.130190;0
20150202 010200;1.130180;1.130200;1.129910;1.130010;0
20150202 010300;1.130010;1.130020;1.129630;1.129630;0
